"","Participant","Run","Block","Trial","Condition","Image","RestImage","ConditionOnset","ConditionResposne","ConditionRt"
"SON2_020.27","2",1,27,27,"positive","22M_H.png","Context004.jpg",170.8184,"1!",0.9562
"SON2_020.28","2",1,28,28,"neutral","41M_N.png","Context004.jpg",172.8684,"7&",1.3277
"SON2_020.29","2",1,29,29,"neutral","06F_N.png","Context004.jpg",174.9016,"1!",1.6114
"SON2_020.30","2",1,30,30,"positive","43M_H.png","Context004.jpg",176.9355,"1!",1.1977
"SON2_020.31","2",1,31,31,"positive","02F_H.png","Context004.jpg",178.9857,"7&",1.1035
"SON2_020.32","2",1,32,32,"neutral","16F_N.png","Context004.jpg",181.0364,"7&",0.8125
"SON2_020.33","2",1,33,33,"positive","32M_H.png","Context004.jpg",183.0863,"1!",1.4159
"SON2_020.34","2",1,34,34,"positive","17F_H.png","Context004.jpg",185.1364,"7&",0.8228
"SON2_020.35","2",1,35,35,"positive","33M_H.png","Context004.jpg",187.188,"1!",0.5914
"SON2_020.36","2",1,36,36,"negative","21M_F.png","Context004.jpg",189.2366,"7&",1.0041
"SON2_020.37","2",1,37,37,"neutral","01F_N.png","Context004.jpg",191.2868,"7&",0.7929
"SON2_020.38","2",1,38,38,"negative","08F_F.png","Context004.jpg",193.3364,"1!",0.9506
"SON2_020.39","2",1,39,39,"neutral","43M_N.png","Context004.jpg",195.3873,"7&",1.091
"SON2_020.40","2",1,40,40,"negative","12F_F.png","Context004.jpg",197.4413,"7&",0.9367
"SON2_020.41","2",1,41,41,"neutral","27M_N.png","Context004.jpg",199.4866,"7&",0.9927
"SON2_020.42","2",1,42,42,"neutral","14F_N.png","Context004.jpg",201.5377,"7&",1.2371
"SON2_020.43","2",1,43,43,"positive","30M_H.png","Context004.jpg",203.5875,"1!",1.3254
"SON2_020.44","2",1,44,44,"neutral","03F_N.png","Context004.jpg",205.6379,"1!",1.042
"SON2_020.45","2",1,45,45,"neutral","23M_N.png","Context004.jpg",207.6881,"1!",1.4896
"SON2_020.46","2",1,46,46,"negative","40M_F.png","Context004.jpg",209.7379,"1!",1.0943
"SON2_020.47","2",1,47,47,"positive","25M_H.png","Context004.jpg",211.788,"7&",1.1601
"SON2_020.48","2",1,48,48,"negative","13F_F.png","Context004.jpg",213.8388,"7&",1.1337
"SON2_020.49","2",1,49,49,"neutral","40M_N.png","Context004.jpg",215.888,"7&",1.0835
"SON2_020.50","2",1,50,50,"negative","09F_F.png","Context004.jpg",217.9387,"7&",0.9152
"SON2_020.51","2",1,51,51,"negative","16F_F.png","Context004.jpg",219.9894,"7&",0.999
"SON2_020.52","2",1,52,52,"neutral","26M_N.png","Context004.jpg",222.0386,"7&",0.9373
"SON2_020.53","2",1,53,53,"neutral","07F_N.png","Context004.jpg",224.0887,"7&",0.8823
"SON2_020.54","2",1,54,54,"negative","35M_F.png","Context004.jpg",226.139,"7&",0.9619
"SON2_020.55","2",1,55,55,"neutral","17F_N.png","Context004.jpg",228.1892,"7&",0.7188
"SON2_020.56","2",1,56,56,"neutral","38M_N.png","Context004.jpg",230.2397,"1!",1.0062
"SON2_020.57","2",1,57,57,"positive","18F_H.png","Context004.jpg",232.2899,"7&",1.5283
"SON2_020.58","2",1,58,58,"negative","39M_F.png","Context004.jpg",234.3402,"7&",1.4639
"SON2_020.59","2",1,59,59,"negative","27M_F.png","Context004.jpg",236.3898,"7&",1.4796
"SON2_020.60","2",1,60,60,"positive","26M_H.png","Context004.jpg",238.4404,"1!",1.1424
"SON2_020.61","2",1,61,61,"negative","10F_F.png","Context004.jpg",240.4902,"7&",1.579
"SON2_020.62","2",1,62,62,"positive","28M_H.png","Context004.jpg",242.5406,"7&",1.0909
"SON2_020.63","2",1,63,63,"neutral","29M_N.png","Context004.jpg",244.5901,"1!",1.4965
"SON2_020.64","2",1,64,64,"negative","19F_F.png","Context004.jpg",246.6402,"7&",0.9732
"SON2_020.65","2",1,65,65,"negative","18F_F.png","Context004.jpg",248.6912,"7&",0.9249
"SON2_020.66","2",1,66,66,"positive","12F_H.png","Context004.jpg",250.7408,"7&",0.8107
"SON2_020.67","2",1,67,67,"positive","14F_H.png","Context004.jpg",252.7909,"7&",1.0583
"SON2_020.68","2",1,68,68,"neutral","42M_N.png","Context004.jpg",254.8414,"7&",0.6411
"SON2_020.69","2",1,69,69,"neutral","34M_N.png","Context004.jpg",256.8914,"7&",0.6639
"SON2_020.70","2",1,70,70,"negative","34M_F.png","Context004.jpg",258.9418,"",NA
"SON2_020.71","2",1,71,71,"positive","42M_H.png","Context004.jpg",260.9917,"1!",-0.0128
"SON2_020.72","2",1,72,72,"negative","01F_F.png","Context004.jpg",263.0419,"7&",0.692
"SON2_020.73","2",1,73,73,"negative","05F_F.png","Context004.jpg",265.0915,"1!",1.0305
"SON2_020.74","2",1,74,74,"negative","07F_F.png","Context004.jpg",267.142,"7&",1.0984
"SON2_020.75","2",1,75,75,"neutral","09F_N.png","Context004.jpg",269.192,"7&",0.8362
"SON2_020.76","2",1,76,76,"negative","25M_F.png","Context004.jpg",271.2424,"7&",1.08
"SON2_020.77","2",1,77,77,"positive","38M_H.png","Context004.jpg",273.2924,"1!",0.8695
"SON2_020.78","2",1,78,78,"neutral","30M_N.png","Context004.jpg",275.3423,"1!",0.9622
"SON2_020.79","2",1,79,79,"positive","15F_H.png","Context004.jpg",277.3929,"1!",0.91
"SON2_020.80","2",1,80,80,"negative","42M_F.png","Context004.jpg",279.4432,"1!",0.7348
"SON2_020.81","2",1,81,81,"negative","02F_F.png","Context004.jpg",281.4924,"7&",1.1304
"SON2_020.82","2",1,82,82,"positive","36M_H.png","Context004.jpg",283.5429,"7&",1.2102
"SON2_020.83","2",1,83,83,"neutral","19F_N.png","Context004.jpg",285.5933,"1!",0.9509
"SON2_020.84","2",1,84,84,"negative","11F_F.png","Context004.jpg",287.6435,"7&",0.8996
"SON2_020.85","2",1,85,85,"positive","35M_H.png","Context004.jpg",289.6933,"1!",0.8383
"SON2_020.86","2",1,86,86,"neutral","35M_N.png","Context004.jpg",291.744,"1!",1.105
"SON2_020.87","2",1,87,87,"neutral","12F_N.png","Context004.jpg",293.7937,"1!",1.6666
"SON2_020.88","2",1,88,88,"positive","39M_H.png","Context004.jpg",295.8437,"7&",1.0204
"SON2_020.89","2",1,89,89,"positive","40M_H.png","Context004.jpg",297.8936,"7&",0.8811
"SON2_020.90","2",1,90,90,"negative","23M_F.png","Context004.jpg",299.9444,"7&",1.0949
"SON2_020.91","2",1,91,91,"positive","21M_H.png","Context004.jpg",301.9947,"1!",0.8726
"SON2_020.92","2",1,92,92,"positive","24M_H.png","Context004.jpg",304.0451,"7&",1.0913
"SON2_020.93","2",1,93,93,"neutral","20M_N.png","Context004.jpg",306.0942,"7&",1.182
"SON2_020.94","2",1,94,94,"negative","36M_F.png","Context004.jpg",308.1451,"7&",1.3239
"SON2_020.95","2",1,95,95,"positive","34M_H.png","Context004.jpg",310.1951,"7&",1.0854
"SON2_020.96","2",1,96,96,"neutral","21M_N.png","Context004.jpg",312.2446,"7&",1.0422
"SON2_020.97","2",1,97,97,"positive","10F_H.png","Context004.jpg",314.2952,"7&",1.5801
"SON2_020.98","2",1,98,98,"neutral","10F_N.png","Context004.jpg",316.3457,"",NA
"SON2_020.99","2",1,99,99,"positive","37M_H.png","Context004.jpg",318.3954,"1!",-0.0076
"SON2_020.100","2",1,100,100,"neutral","13F_N.png","Context004.jpg",320.4457,"1!",1.1541
"SON2_020.101","2",1,101,101,"positive","29M_H.png","Context004.jpg",322.4951,"1!",1.7249
"SON2_020.102","2",1,102,102,"positive","03F_H.png","Context004.jpg",324.5462,"1!",1.3574
"SON2_020.103","2",1,103,103,"positive","31M_H.png","Context004.jpg",326.5957,"1!",1.49
"SON2_020.104","2",1,104,104,"neutral","32M_N.png","Context004.jpg",328.6464,"",NA
"SON2_020.105","2",1,105,105,"positive","27M_H.png","Context004.jpg",330.7461,"1!",0.5438
"SON2_020.106","2",1,106,106,"neutral","39M_N.png","Context004.jpg",332.7789,"1!",0.841
"SON2_020.107","2",1,107,107,"neutral","15F_N.png","Context004.jpg",334.8298,"7&",1.3117
"SON2_020.108","2",1,108,108,"negative","24M_F.png","Context004.jpg",336.8799,"7&",1.1114
"SON2_020.109","2",1,109,109,"negative","28M_F.png","Context004.jpg",338.9305,"1!",1.2222
"SON2_020.110","2",1,110,110,"positive","06F_H.png","Context004.jpg",340.9805,"7&",1.2389
"SON2_020.111","2",1,111,111,"positive","13F_H.png","Context004.jpg",343.0304,"1!",1.2316
"SON2_020.112","2",1,112,112,"neutral","02F_N.png","Context004.jpg",345.0804,"7&",0.9202
"SON2_020.113","2",1,113,113,"positive","41M_H.png","Context004.jpg",347.1311,"1!",1.476
"SON2_020.114","2",1,114,114,"negative","41M_F.png","Context004.jpg",349.1813,"1!",1.1767
"SON2_020.115","2",1,115,115,"positive","23M_H.png","Context004.jpg",351.2314,"7&",0.9765
"SON2_020.116","2",1,116,116,"negative","43M_F.png","Context004.jpg",353.281,"7&",0.9736
"SON2_020.117","2",1,117,117,"neutral","18F_N.png","Context004.jpg",355.3141,"7&",1.0056
"SON2_020.118","2",1,118,118,"negative","06F_F.png","Context004.jpg",357.3648,"1!",0.9503
"SON2_020.119","2",1,119,119,"neutral","05F_N.png","Context004.jpg",359.3976,"1!",1.3298
"SON2_020.120","2",1,120,120,"neutral","25M_N.png","Context004.jpg",361.4485,"7&",0.8855
"SON2_020.121","2",1,121,121,"negative","32M_F.png","Context004.jpg",363.4984,"7&",1.508
"SON2_020.122","2",1,122,122,"positive","19F_H.png","Context004.jpg",365.5487,"7&",1.1737
"SON2_020.123","2",1,123,123,"neutral","36M_N.png","Context004.jpg",367.5987,"7&",1.4647
"SON2_020.124","2",1,124,124,"negative","20M_F.png","Context004.jpg",369.649,"1!",1.4003
"SON2_020.125","2",1,125,125,"negative","14F_F.png","Context004.jpg",371.6996,"1!",0.9369
"SON2_020.126","2",1,126,126,"negative","03F_F.png","Context004.jpg",373.7489,"1!",0.9817
"SON2_018.1","35",1,1,1,"negative","26M_F.png","Context001.jpg",16.0453,"1!",0.6472
"SON2_018.2","35",1,2,2,"neutral","24M_N.png","Context002.jpg",18.0953,"7&",0.8469
"SON2_018.3","35",1,3,3,"positive","07F_H.png","Context003.jpg",20.1454,"7&",0.6857
"SON2_018.4","35",1,4,4,"positive","11F_H.png","Context004.jpg",22.1959,"7&",0.6225
"SON2_018.5","35",1,5,5,"neutral","28M_N.png","Context001.jpg",24.2451,"1!",0.4531
"SON2_018.6","35",1,6,6,"negative","22M_F.png","Context002.jpg",26.2788,"1!",0.7252
"SON2_018.7","35",1,7,7,"neutral","11F_N.png","Context003.jpg",28.3116,"7&",0.5869
"SON2_018.8","35",1,8,8,"positive","16F_H.png","Context004.jpg",30.3626,"1!",0.6992
"SON2_018.9","35",1,9,9,"neutral","33M_N.png","Context004.jpg",32.3962,"1!",0.58
"SON2_018.10","35",1,10,10,"positive","09F_H.png","Context004.jpg",34.4463,"7&",0.5282
"SON2_018.11","35",1,11,11,"negative","15F_F.png","Context004.jpg",36.4968,"1!",0.6078
"SON2_018.12","35",1,12,12,"positive","05F_H.png","Context004.jpg",38.5295,"1!",0.7387
"SON2_018.13","35",1,13,13,"negative","38M_F.png","Context004.jpg",40.5632,"1!",0.7643
"SON2_018.14","35",1,14,14,"negative","30M_F.png","Context004.jpg",42.6134,"1!",0.6929
"SON2_018.15","35",1,15,15,"negative","17F_F.png","Context004.jpg",44.663,"1!",1.3275
"SON2_018.16","35",1,16,16,"positive","08F_H.png","Context004.jpg",46.7132,"7&",1.2182
"SON2_018.17","35",1,17,17,"negative","29M_F.png","Context004.jpg",48.7633,"7&",1.0449
"SON2_018.18","35",1,18,18,"neutral","08F_N.png","Context004.jpg",50.8139,"1!",0.6837
"SON2_018.19","35",1,19,19,"negative","33M_F.png","Context004.jpg",52.8636,"1!",0.6475
"SON2_018.20","35",1,20,20,"negative","31M_F.png","Context004.jpg",54.9145,"1!",0.6442
"SON2_018.21","35",1,21,21,"negative","37M_F.png","Context004.jpg",56.9641,"1!",0.8839
"SON2_018.22","35",1,22,22,"neutral","22M_N.png","Context004.jpg",59.0159,"1!",1.6356
"SON2_018.23","35",1,23,23,"neutral","37M_N.png","Context004.jpg",61.0647,"1!",0.7792
"SON2_018.24","35",1,24,24,"positive","20M_H.png","Context004.jpg",63.1152,"1!",0.9441
"SON2_018.25","35",1,25,25,"neutral","31M_N.png","Context004.jpg",65.1644,"1!",0.9717
"SON2_018.26","35",1,26,26,"positive","01F_H.png","Context004.jpg",67.2158,"7&",0.5874
"SON2_018.27","35",1,27,27,"positive","22M_H.png","Context004.jpg",69.2649,"1!",0.8083
"SON2_018.28","35",1,28,28,"neutral","41M_N.png","Context004.jpg",71.315,"1!",0.7129
"SON2_018.29","35",1,29,29,"neutral","06F_N.png","Context004.jpg",73.3484,"7&",0.9804
"SON2_018.30","35",1,30,30,"positive","43M_H.png","Context004.jpg",75.3986,"7&",1.189
"SON2_018.31","35",1,31,31,"positive","02F_H.png","Context004.jpg",77.4487,"1!",0.9469
"SON2_018.32","35",1,32,32,"neutral","16F_N.png","Context004.jpg",79.4997,"1!",1.2099
"SON2_018.33","35",1,33,33,"positive","32M_H.png","Context004.jpg",81.5492,"1!",1.1412
"SON2_018.34","35",1,34,34,"positive","17F_H.png","Context004.jpg",83.5996,"7&",0.6143
"SON2_018.35","35",1,35,35,"positive","33M_H.png","Context004.jpg",85.6494,"1!",0.6694
"SON2_018.36","35",1,36,36,"negative","21M_F.png","Context004.jpg",87.7002,"1!",0.6232
"SON2_018.37","35",1,37,37,"neutral","01F_N.png","Context004.jpg",89.7496,"7&",1.239
"SON2_018.38","35",1,38,38,"negative","08F_F.png","Context004.jpg",91.8005,"1!",0.7664
"SON2_018.39","35",1,39,39,"neutral","43M_N.png","Context004.jpg",93.8498,"7&",0.9199
"SON2_018.40","35",1,40,40,"negative","12F_F.png","Context004.jpg",95.9004,"1!",0.9662
"SON2_018.41","35",1,41,41,"neutral","27M_N.png","Context004.jpg",97.9507,"1!",0.7799
"SON2_018.42","35",1,42,42,"neutral","14F_N.png","Context004.jpg",100.0001,"1!",1.0796
"SON2_018.43","35",1,43,43,"positive","30M_H.png","Context004.jpg",102.0508,"1!",0.9224
"SON2_018.44","35",1,44,44,"neutral","03F_N.png","Context004.jpg",104.1007,"7&",0.653
"SON2_018.45","35",1,45,45,"neutral","23M_N.png","Context004.jpg",106.1511,"7&",0.7028
"SON2_018.46","35",1,46,46,"negative","40M_F.png","Context004.jpg",108.2007,"1!",0.6435
"SON2_018.47","35",1,47,47,"positive","25M_H.png","Context004.jpg",110.2516,"7&",1.0769
"SON2_018.48","35",1,48,48,"negative","13F_F.png","Context004.jpg",112.3015,"1!",0.763
"SON2_018.49","35",1,49,49,"neutral","40M_N.png","Context004.jpg",114.352,"1!",0.8449
"SON2_018.50","35",1,50,50,"negative","09F_F.png","Context004.jpg",116.402,"7&",0.7294
"SON2_018.51","35",1,51,51,"negative","16F_F.png","Context004.jpg",118.4521,"1!",0.677
"SON2_018.52","35",1,52,52,"neutral","26M_N.png","Context004.jpg",120.5025,"1!",0.6098
"SON2_018.53","35",1,53,53,"neutral","07F_N.png","Context004.jpg",122.5524,"1!",0.9136
"SON2_018.54","35",1,54,54,"negative","35M_F.png","Context004.jpg",124.6028,"1!",1.1432
"SON2_018.55","35",1,55,55,"neutral","17F_N.png","Context004.jpg",126.6528,"7&",0.594
"SON2_018.56","35",1,56,56,"neutral","38M_N.png","Context004.jpg",128.703,"1!",0.5777
"SON2_018.57","35",1,57,57,"positive","18F_H.png","Context004.jpg",130.7526,"7&",0.7245
"SON2_018.58","35",1,58,58,"negative","39M_F.png","Context004.jpg",132.8027,"7&",1.431
"SON2_018.59","35",1,59,59,"negative","27M_F.png","Context004.jpg",134.8533,"1!",0.7919
"SON2_018.60","35",1,60,60,"positive","26M_H.png","Context004.jpg",136.9029,"1!",1.8803
"SON2_018.61","35",1,61,61,"negative","10F_F.png","Context004.jpg",138.9532,"1!",1.3781
"SON2_018.62","35",1,62,62,"positive","28M_H.png","Context004.jpg",141.004,"7&",0.6959
"SON2_018.63","35",1,63,63,"neutral","29M_N.png","Context004.jpg",143.0535,"1!",0.8293
"SON2_018.64","35",1,64,64,"negative","19F_F.png","Context004.jpg",145.104,"1!",1.1214
"SON2_018.65","35",1,65,65,"negative","18F_F.png","Context004.jpg",147.1535,"7&",0.9532
"SON2_018.66","35",1,66,66,"positive","12F_H.png","Context004.jpg",149.2042,"1!",0.8949
"SON2_018.67","35",1,67,67,"positive","14F_H.png","Context004.jpg",151.254,"7&",1.0116
"SON2_018.68","35",1,68,68,"neutral","42M_N.png","Context004.jpg",153.304,"7&",0.8813
"SON2_018.69","35",1,69,69,"neutral","34M_N.png","Context004.jpg",155.3541,"1!",0.5873
"SON2_018.70","35",1,70,70,"negative","34M_F.png","Context004.jpg",157.405,"1!",0.7295
"SON2_018.71","35",1,71,71,"positive","42M_H.png","Context004.jpg",159.4548,"7&",0.7489
"SON2_018.72","35",1,72,72,"negative","01F_F.png","Context004.jpg",161.5054,"1!",0.8156
"SON2_018.73","35",1,73,73,"negative","05F_F.png","Context004.jpg",163.5551,"1!",0.874
"SON2_018.74","35",1,74,74,"negative","07F_F.png","Context004.jpg",165.6054,"1!",0.9047
"SON2_018.75","35",1,75,75,"neutral","09F_N.png","Context004.jpg",167.6557,"7&",0.5688
"SON2_018.76","35",1,76,76,"negative","25M_F.png","Context004.jpg",169.7055,"1!",0.4821
"SON2_018.77","35",1,77,77,"positive","38M_H.png","Context004.jpg",171.7556,"1!",0.5949
"SON2_018.78","35",1,78,78,"neutral","30M_N.png","Context004.jpg",173.8053,"1!",0.6615
"SON2_018.79","35",1,79,79,"positive","15F_H.png","Context004.jpg",175.8562,"7&",0.6032
"SON2_018.80","35",1,80,80,"negative","42M_F.png","Context004.jpg",177.9065,"1!",0.894
"SON2_018.81","35",1,81,81,"negative","02F_F.png","Context004.jpg",179.9564,"7&",0.9405
"SON2_018.82","35",1,82,82,"positive","36M_H.png","Context004.jpg",182.0065,"7&",0.7403
"SON2_018.83","35",1,83,83,"neutral","19F_N.png","Context004.jpg",184.0565,"7&",0.6441
"SON2_018.84","35",1,84,84,"negative","11F_F.png","Context004.jpg",186.1064,"7&",0.5142
"SON2_018.85","35",1,85,85,"positive","35M_H.png","Context004.jpg",188.1565,"1!",0.6578
"SON2_018.86","35",1,86,86,"neutral","35M_N.png","Context004.jpg",190.2064,"1!",0.7713
"SON2_018.87","35",1,87,87,"neutral","12F_N.png","Context004.jpg",192.2569,"1!",0.7358
"SON2_018.88","35",1,88,88,"positive","39M_H.png","Context004.jpg",194.3076,"7&",0.6037
"SON2_018.89","35",1,89,89,"positive","40M_H.png","Context004.jpg",196.3567,"1!",0.8263
"SON2_018.90","35",1,90,90,"negative","23M_F.png","Context004.jpg",198.4072,"7&",0.9562
"SON2_018.91","35",1,91,91,"positive","21M_H.png","Context004.jpg",200.4578,"7&",0.7288
"SON2_018.92","35",1,92,92,"positive","24M_H.png","Context004.jpg",202.5072,"1!",0.9235
"SON2_018.93","35",1,93,93,"neutral","20M_N.png","Context004.jpg",204.558,"1!",0.8493
"SON2_018.94","35",1,94,94,"negative","36M_F.png","Context004.jpg",206.6076,"7&",1.133
"SON2_018.95","35",1,95,95,"positive","34M_H.png","Context004.jpg",208.6585,"7&",0.8308
"SON2_018.96","35",1,96,96,"neutral","21M_N.png","Context004.jpg",210.7079,"7&",1.2054
"SON2_018.97","35",1,97,97,"positive","10F_H.png","Context004.jpg",212.758,"7&",0.688
"SON2_018.98","35",1,98,98,"neutral","10F_N.png","Context004.jpg",214.8083,"1!",0.6568
"SON2_018.99","35",1,99,99,"positive","37M_H.png","Context004.jpg",216.8586,"7&",0.7016
"SON2_018.100","35",1,100,100,"neutral","13F_N.png","Context004.jpg",218.9094,"1!",0.6992
"SON2_018.101","35",1,101,101,"positive","29M_H.png","Context004.jpg",220.9587,"1!",1.0359
"SON2_018.102","35",1,102,102,"positive","03F_H.png","Context004.jpg",223.0087,"7&",0.8657
"SON2_018.103","35",1,103,103,"positive","31M_H.png","Context004.jpg",225.0597,"1!",0.9864
"SON2_018.104","35",1,104,104,"neutral","32M_N.png","Context004.jpg",227.1094,"1!",0.8009
"SON2_018.105","35",1,105,105,"positive","27M_H.png","Context004.jpg",229.2099,"1!",0.8389
"SON2_018.106","35",1,106,106,"neutral","39M_N.png","Context004.jpg",231.243,"1!",0.7025
"SON2_018.107","35",1,107,107,"neutral","15F_N.png","Context004.jpg",233.2934,"7&",0.7852
"SON2_018.108","35",1,108,108,"negative","24M_F.png","Context004.jpg",235.3436,"7&",0.7167
"SON2_018.109","35",1,109,109,"negative","28M_F.png","Context004.jpg",237.3932,"1!",0.5453
"SON2_018.110","35",1,110,110,"positive","06F_H.png","Context004.jpg",239.4438,"7&",0.9522
"SON2_018.111","35",1,111,111,"positive","13F_H.png","Context004.jpg",241.494,"1!",0.6138
"SON2_018.112","35",1,112,112,"neutral","02F_N.png","Context004.jpg",243.5444,"1!",1.0188
"SON2_018.113","35",1,113,113,"positive","41M_H.png","Context004.jpg",245.5941,"7&",1.3432
"SON2_018.114","35",1,114,114,"negative","41M_F.png","Context004.jpg",247.6444,"1!",0.619
"SON2_018.115","35",1,115,115,"positive","23M_H.png","Context004.jpg",249.6947,"7&",0.6908
"SON2_018.116","35",1,116,116,"negative","43M_F.png","Context004.jpg",251.7447,"7&",0.6795
"SON2_018.117","35",1,117,117,"neutral","18F_N.png","Context004.jpg",253.7945,"7&",0.945
"SON2_018.118","35",1,118,118,"negative","06F_F.png","Context004.jpg",255.845,"1!",1.0629
"SON2_018.119","35",1,119,119,"neutral","05F_N.png","Context004.jpg",257.8779,"1!",0.6541
"SON2_018.120","35",1,120,120,"neutral","25M_N.png","Context004.jpg",259.9284,"1!",0.62
"SON2_018.121","35",1,121,121,"negative","32M_F.png","Context004.jpg",261.9784,"1!",0.6417
"SON2_018.122","35",1,122,122,"positive","19F_H.png","Context004.jpg",264.0283,"7&",0.8343
"SON2_018.123","35",1,123,123,"neutral","36M_N.png","Context004.jpg",266.0786,"7&",1.0721
"SON2_018.124","35",1,124,124,"negative","20M_F.png","Context004.jpg",268.1294,"1!",0.7649
"SON2_018.125","35",1,125,125,"negative","14F_F.png","Context004.jpg",270.1794,"1!",0.8566
"SON2_018.126","35",1,126,126,"negative","03F_F.png","Context004.jpg",272.2293,"1!",0.8663
"SON2_017.1","1",1,1,1,"negative","26M_F.png","Context001.jpg",35.0851,"7&",1.9011
"SON2_017.2","1",1,2,2,"neutral","24M_N.png","Context002.jpg",37.1342,"7&",1.4251
"SON2_017.3","1",1,3,3,"positive","07F_H.png","Context003.jpg",39.2014,"1!",1.6601
"SON2_017.4","1",1,4,4,"positive","11F_H.png","Context004.jpg",41.2513,"1!",1.1941
"SON2_017.5","1",1,5,5,"neutral","28M_N.png","Context001.jpg",43.3019,"1!",0.5016
"SON2_017.6","1",1,6,6,"negative","22M_F.png","Context002.jpg",45.3521,"",NA
"SON2_017.7","1",1,7,7,"neutral","11F_N.png","Context003.jpg",47.3848,"7&",0.0787
"SON2_017.8","1",1,8,8,"positive","16F_H.png","Context004.jpg",49.4355,"7&",0.8435
